booking_date,arrival_date,lead_time,adr,stays_in_weekend_nights,stays_in_week_nights,is_canceled,lead_bin,season,agent_group,guests_bin,weekend_bin,market_segment,customer_type
2016-01-18,2016-06-28,162,81.0,2,5,0,91-180d,summer,other,2,up to half,Offline TA/TO,Transient
2016-02-18,2016-06-21,124,142.36,2,5,0,91-180d,summer,240,3,up to half,Online TA,Transient
2016-02-18,2016-06-21,124,122.86,2,5,0,91-180d,summer,240,2,up to half,Online TA,Transient
2016-01-13,2016-06-23,162,133.4,2,3,0,91-180d,summer,242,2,up to half,Online TA,Transient
2016-01-13,2016-06-22,161,178.0,2,4,0,91-180d,summer,240,2,up to half,Online TA,Transient
2015-12-16,2016-06-21,188,76.95,2,5,0,181d+,summer,other,2,up to half,Offline TA/TO,Transient
2015-12-31,2016-06-21,173,64.24,2,5,0,91-180d,summer,241,2,up to half,Online TA,Transient
2015-11-26,2016-06-21,208,85.5,2,5,0,181d+,summer,240,2,up to half,Online TA,Transient
2016-01-11,2016-06-29,170,108.2,2,4,0,91-180d,summer,other,2,up to half,Offline TA/TO,Transient
2016-01-07,2016-06-22,167,68.4,2,5,0,91-180d,summer,314,2,up to half,Offline TA/TO,Transient
2016-02-12,2016-06-21,130,133.0,2,6,0,91-180d,summer,240,2,up to half,Online TA,Transient
2015-12-30,2016-06-22,175,78.95,2,5,0,91-180d,summer,other,2,up to half,Offline TA/TO,Transient
2016-02-04,2016-06-19,136,68.6,4,6,0,91-180d,summer,other,2,up to half,Offline TA/TO,Transient
2016-01-14,2016-06-28,166,87.6,1,5,0,91-180d,summer,8,2,up to half,Offline TA/TO,Transient
2016-01-06,2016-06-19,165,77.85,4,6,0,91-180d,summer,40,2,up to half,Offline TA/TO,Contract
2015-11-20,2016-06-15,208,85.5,4,10,0,181d+,summer,240,2,up to half,Online TA,Transient
2016-01-06,2016-06-22,168,85.5,2,5,0,91-180d,summer,240,2,up to half,Online TA,Transient
2016-01-04,2016-06-19,167,70.4,4,6,0,91-180d,summer,6,2,up to half,Offline TA/TO,Transient
2015-12-03,2016-06-23,203,51.85,2,5,0,181d+,summer,other,2,up to half,Offline TA/TO,Transient
2016-03-11,2016-06-23,104,83.85,2,5,0,91-180d,summer,243,2,up to half,Offline TA/TO,Contract
2016-01-18,2016-06-23,157,51.85,2,5,0,91-180d,summer,243,2,up to half,Offline TA/TO,Contract
2016-01-08,2016-06-16,160,93.8,4,10,0,91-180d,summer,6,2,up to half,Offline TA/TO,Transient
2016-01-18,2016-06-23,157,53.85,2,5,0,91-180d,summer,243,2,up to half,Offline TA/TO,Contract
2016-01-18,2016-06-23,157,53.85,2,5,0,91-180d,summer,243,2,up to half,Offline TA/TO,Contract
2016-01-18,2016-06-23,157,53.85,2,5,0,91-180d,summer,243,2,up to half,Offline TA/TO,Contract
2016-01-18,2016-06-23,157,53.85,2,5,0,91-180d,summer,243,2,up to half,Offline TA/TO,Contract
2016-01-18,2016-06-23,157,64.9,2,5,0,91-180d,summer,243,2,up to half,Offline TA/TO,Contract
2016-01-18,2016-06-23,157,64.9,2,5,0,91-180d,summer,243,2,up to half,Offline TA/TO,Contract
2016-01-18,2016-06-23,157,64.9,2,5,0,91-180d,summer,243,2,up to half,Offline TA/TO,Contract
2016-01-18,2016-06-23,157,51.85,2,5,0,91-180d,summer,243,2,up to half,Offline TA/TO,Contract
2016-01-18,2016-06-23,157,64.9,2,5,0,91-180d,summer,243,2,up to half,Offline TA/TO,Contract
2016-01-18,2016-06-23,157,45.9,2,5,0,91-180d,summer,243,0-1,up to half,Offline TA/TO,Contract
2016-01-18,2016-06-23,157,62.9,2,5,0,91-180d,summer,243,2,up to half,Offline TA/TO,Contract
2016-01-18,2016-06-23,157,53.85,2,5,0,91-180d,summer,243,2,up to half,Offline TA/TO,Contract
2015-07-20,2016-06-16,332,106.5,4,10,0,181d+,summer,40,2,up to half,Offline TA/TO,Contract
2015-11-11,2016-06-23,225,79.84,2,5,0,181d+,summer,40,2,up to half,Offline TA/TO,Transient
2016-01-04,2016-06-16,164,53.85,4,10,0,91-180d,summer,40,2,up to half,Offline TA/TO,Contract
2016-01-19,2016-06-26,159,99.85,2,2,0,91-180d,summer,250,2,up to half,Direct,Transient
2016-01-18,2016-06-23,157,81.85,2,5,0,91-180d,summer,243,3,up to half,Offline TA/TO,Contract
2015-11-17,2016-06-19,215,64.9,4,7,0,181d+,summer,40,2,up to half,Offline TA/TO,Transient
2016-01-06,2016-06-24,170,91.8,2,4,0,91-180d,summer,156,2,up to half,Offline TA/TO,Transient-Party
2016-01-06,2016-06-24,170,91.8,2,4,0,91-180d,summer,156,2,up to half,Offline TA/TO,Transient-Party
2015-11-14,2016-06-23,222,57.6,2,5,0,181d+,summer,314,2,up to half,Offline TA/TO,Transient
2015-11-27,2016-06-23,209,116.9,2,5,0,181d+,summer,315,2,up to half,Offline TA/TO,Transient
2016-01-15,2016-06-26,163,100.85,2,2,0,91-180d,summer,250,3,up to half,Direct,Transient
2015-11-14,2016-06-23,222,59.6,2,5,0,181d+,summer,314,2,up to half,Offline TA/TO,Transient
2016-01-14,2016-06-26,164,68.4,2,2,0,91-180d,summer,171,2,up to half,Offline TA/TO,Transient-Party
2016-01-14,2016-06-26,164,68.4,2,2,0,91-180d,summer,171,2,up to half,Offline TA/TO,Transient-Party
2015-10-09,2016-06-20,255,76.95,3,8,0,181d+,summer,156,2,up to half,Offline TA/TO,Transient
2015-11-17,2016-06-24,220,79.2,2,5,0,181d+,summer,314,3,up to half,Offline TA/TO,Transient
2015-12-03,2016-06-14,194,93.0,4,13,0,181d+,summer,none,2,up to half,Direct,Transient
2015-12-03,2016-09-05,277,95.0,5,10,0,181d+,autumn,none,2,up to half,Direct,Transient
2015-09-23,2016-06-21,272,85.3,2,8,0,181d+,summer,40,2,up to half,Offline TA/TO,Transient
2016-02-10,2016-06-28,139,159.9,0,3,0,91-180d,summer,250,3,none,Direct,Transient
2016-02-29,2016-06-25,117,121.0,2,4,0,91-180d,summer,240,2,up to half,Online TA,Transient
2015-12-26,2016-06-25,182,76.8,2,4,0,181d+,summer,6,2,up to half,Offline TA/TO,Transient
2016-03-17,2016-06-29,104,140.0,0,2,0,91-180d,summer,240,2,none,Online TA,Transient
2016-01-04,2016-06-19,167,66.98,4,8,0,91-180d,summer,156,2,up to half,Offline TA/TO,Transient
2015-12-20,2016-06-28,191,111.0,0,3,0,181d+,summer,240,2,none,Online TA,Transient
2015-11-20,2016-06-26,219,148.17,2,4,0,181d+,summer,240,4+,up to half,Online TA,Transient
2016-01-07,2016-06-18,163,59.8,4,10,0,91-180d,summer,other,2,up to half,Offline TA/TO,Transient
2016-01-07,2016-06-18,163,59.8,4,10,0,91-180d,summer,other,2,up to half,Offline TA/TO,Transient
2016-01-18,2016-06-30,164,166.45,0,2,0,91-180d,summer,241,3,none,Online TA,Transient
2015-12-30,2016-06-21,174,70.0,2,9,0,91-180d,summer,other,2,up to half,Offline TA/TO,Transient
2016-01-16,2016-06-27,163,150.69,1,4,0,91-180d,summer,196,4+,up to half,Offline TA/TO,Transient
2016-01-06,2016-06-18,164,59.8,4,10,0,91-180d,summer,other,2,up to half,Offline TA/TO,Contract
2015-11-05,2016-06-25,233,100.29,2,5,0,181d+,summer,240,2,up to half,Online TA,Transient
2015-11-05,2016-06-25,233,114.29,2,5,0,181d+,summer,240,2,up to half,Online TA,Transient
2015-10-14,2016-06-18,248,81.9,4,10,0,181d+,summer,other,2,up to half,Offline TA/TO,Transient
2016-01-11,2016-06-25,166,86.17,2,5,0,91-180d,summer,156,2,up to half,Offline TA/TO,Transient
2015-12-20,2016-06-26,189,117.29,2,4,0,181d+,summer,250,2,up to half,Direct,Transient
2015-12-04,2016-06-25,204,68.43,2,5,0,181d+,summer,241,2,up to half,Online TA,Transient
2016-03-20,2016-06-26,98,123.33,2,4,0,91-180d,summer,240,2,up to half,Online TA,Transient-Party
2015-12-03,2016-06-18,198,81.51,4,10,0,181d+,summer,171,2,up to half,Offline TA/TO,Transient
2016-03-20,2016-06-26,98,158.33,2,4,0,91-180d,summer,240,3,up to half,Online TA,Transient-Party
2016-01-06,2016-06-25,171,158.43,2,5,0,91-180d,summer,250,2,up to half,Direct,Transient
2016-01-14,2016-06-18,156,74.0,4,10,0,91-180d,summer,other,2,up to half,Offline TA/TO,Transient
2016-03-20,2016-06-25,97,122.29,2,5,0,91-180d,summer,240,2,up to half,Online TA,Transient
2016-01-06,2016-06-25,171,70.0,2,5,0,91-180d,summer,other,2,up to half,Offline TA/TO,Transient
2016-02-15,2016-06-22,128,109.1,2,8,0,91-180d,summer,240,2,up to half,Online TA,Transient
2016-01-15,2016-07-02,169,0.0,0,0,0,91-180d,summer,240,0-1,none,Online TA,Transient
2016-02-29,2016-07-01,123,0.0,0,0,1,91-180d,summer,240,2,none,Online TA,Transient
2016-01-18,2016-06-26,160,59.8,2,5,0,91-180d,summer,243,2,up to half,Offline TA/TO,Contract
2016-01-08,2016-06-28,172,75.6,0,5,0,91-180d,summer,240,2,none,Online TA,Transient
2016-01-08,2016-06-28,172,89.1,0,5,0,91-180d,summer,240,0-1,none,Online TA,Transient
2016-01-08,2016-06-28,172,75.6,0,5,0,91-180d,summer,240,2,none,Online TA,Transient
2016-01-18,2016-06-26,160,70.86,2,5,0,91-180d,summer,243,2,up to half,Offline TA/TO,Contract
2016-01-18,2016-06-26,160,70.86,2,5,0,91-180d,summer,243,2,up to half,Offline TA/TO,Contract
2016-03-11,2016-06-19,100,54.7,4,10,0,91-180d,summer,243,0-1,up to half,Offline TA/TO,Contract
2015-08-24,2016-06-20,301,71.25,3,10,0,181d+,summer,other,2,up to half,Online TA,Transient
2016-01-18,2016-06-26,160,80.99,2,5,0,91-180d,summer,314,2,up to half,Offline TA/TO,Transient
2016-03-11,2016-06-19,100,90.1,4,10,0,91-180d,summer,243,2,up to half,Offline TA/TO,Contract
2016-03-11,2016-06-23,104,70.0,2,8,0,91-180d,summer,243,2,up to half,Offline TA/TO,Contract
2016-01-11,2016-06-26,167,87.71,2,5,0,91-180d,summer,240,2,up to half,Online TA,Transient-Party
2016-01-11,2016-06-26,167,74.57,2,5,0,91-180d,summer,240,2,up to half,Online TA,Transient-Party
2015-12-12,2016-06-26,197,89.91,2,5,0,181d+,summer,171,2,up to half,Offline TA/TO,Transient
2016-01-11,2016-06-26,167,74.57,2,5,0,91-180d,summer,240,2,up to half,Online TA,Transient-Party
2016-01-11,2016-06-26,167,76.57,2,5,0,91-180d,summer,240,2,up to half,Online TA,Transient-Party
2016-01-28,2016-07-02,156,184.0,0,1,0,91-180d,summer,240,2,none,Online TA,Transient
2015-12-28,2016-06-27,182,93.0,1,5,0,181d+,summer,none,3,up to half,Direct,Transient-Party
2015-12-28,2016-06-27,182,95.0,1,5,0,181d+,summer,none,3,up to half,Direct,Transient-Party
2015-12-28,2016-06-27,182,104.0,1,5,0,181d+,summer,none,4+,up to half,Direct,Transient-Party
2016-01-14,2016-07-02,170,107.1,0,1,0,91-180d,summer,242,2,none,Online TA,Transient
2016-01-14,2016-07-02,170,119.1,0,1,0,91-180d,summer,242,2,none,Online TA,Transient
2015-09-05,2016-06-25,294,74.25,2,6,0,181d+,summer,240,2,up to half,Online TA,Transient
2016-01-07,2016-06-24,169,89.0,2,7,0,91-180d,summer,241,2,up to half,Online TA,Transient
2016-01-14,2016-07-02,170,107.1,0,1,0,91-180d,summer,242,2,none,Online TA,Transient
2016-01-14,2016-07-02,170,119.1,0,1,0,91-180d,summer,242,2,none,Online TA,Transient
2016-02-11,2016-06-26,136,153.24,2,5,0,91-180d,summer,250,3,up to half,Direct,Transient
2015-12-26,2016-06-24,181,75.8,3,7,0,181d+,summer,6,2,up to half,Offline TA/TO,Transient
2016-01-05,2016-06-20,167,68.0,4,10,0,91-180d,summer,other,2,up to half,Offline TA/TO,Transient
2016-01-05,2016-06-26,173,69.53,3,5,0,91-180d,summer,240,0-1,up to half,Online TA,Transient
2016-02-02,2016-06-25,144,95.6,3,6,0,91-180d,summer,8,2,up to half,Offline TA/TO,Transient
2016-02-16,2016-07-01,136,128.1,1,2,0,91-180d,summer,250,2,up to half,Direct,Transient
2016-02-23,2016-07-03,131,131.0,1,0,0,91-180d,summer,240,2,over half,Online TA,Transient
2016-02-11,2016-06-29,139,153.42,1,4,0,91-180d,summer,250,2,up to half,Direct,Transient
2015-11-11,2016-06-27,229,90.2,2,5,0,181d+,summer,115,2,up to half,Offline TA/TO,Transient
2015-08-21,2016-06-20,304,85.3,4,10,0,181d+,summer,40,2,up to half,Offline TA/TO,Contract
2015-11-17,2016-06-30,226,70.88,1,3,0,181d+,summer,240,2,up to half,Online TA,Transient
2016-01-06,2016-06-28,174,133.67,1,5,0,91-180d,summer,250,3,up to half,Direct,Transient
2015-12-02,2016-06-25,206,88.2,3,6,0,181d+,summer,other,2,up to half,Offline TA/TO,Transient-Party
2015-12-02,2016-06-25,206,88.2,3,6,0,181d+,summer,other,2,up to half,Offline TA/TO,Transient-Party
2015-11-23,2016-06-28,218,90.64,2,5,0,181d+,summer,240,2,up to half,Online TA,Transient
2015-12-12,2016-07-01,202,84.8,2,2,0,181d+,summer,314,2,up to half,Offline TA/TO,Transient
2015-12-16,2016-06-21,188,74.57,4,10,0,181d+,summer,242,2,up to half,Online TA,Transient
2015-12-02,2016-06-26,207,59.8,4,5,0,181d+,summer,40,2,up to half,Offline TA/TO,Contract
2015-12-02,2016-06-26,207,59.8,4,5,0,181d+,summer,40,2,up to half,Offline TA/TO,Contract
2015-12-02,2016-06-26,207,59.8,4,5,0,181d+,summer,40,2,up to half,Offline TA/TO,Contract
2016-01-04,2016-06-21,169,83.26,4,10,0,91-180d,summer,314,2,up to half,Offline TA/TO,Transient
2016-01-04,2016-06-21,169,104.02,4,10,0,91-180d,summer,314,3,up to half,Offline TA/TO,Transient
2016-02-15,2016-06-25,131,138.2,4,6,0,91-180d,summer,240,2,up to half,Online TA,Transient
2016-01-22,2016-06-28,158,131.5,2,5,0,91-180d,summer,none,2,up to half,Direct,Transient
2016-01-08,2016-06-30,174,106.2,2,3,0,91-180d,summer,240,2,up to half,Online TA,Transient
2016-01-05,2016-06-21,168,106.71,4,10,0,91-180d,summer,240,2,up to half,Online TA,Transient
2015-11-17,2016-06-28,224,80.63,2,6,0,181d+,summer,240,2,up to half,Online TA,Transient
2016-01-14,2016-06-29,167,77.6,2,5,0,91-180d,summer,171,2,up to half,Offline TA/TO,Transient
2015-10-15,2016-06-29,258,68.54,2,5,0,181d+,summer,40,2,up to half,Offline TA/TO,Transient
2016-01-06,2016-06-22,168,106.57,4,10,0,91-180d,summer,240,2,up to half,Online TA,Transient
2016-01-05,2016-06-22,169,85.3,4,10,0,91-180d,summer,other,2,up to half,Offline TA/TO,Transient
2016-01-18,2016-06-30,164,131.72,2,4,0,91-180d,summer,314,2,up to half,Offline TA/TO,Transient
2016-01-19,2016-06-29,162,77.6,2,5,0,91-180d,summer,171,2,up to half,Offline TA/TO,Transient
2015-11-26,2016-06-22,209,72.97,4,10,0,181d+,summer,171,2,up to half,Offline TA/TO,Transient
2016-02-04,2016-06-27,144,83.7,3,6,0,91-180d,summer,other,0-1,up to half,Offline TA/TO,Transient
2016-02-12,2016-06-26,135,78.8,4,6,0,91-180d,summer,other,2,up to half,Offline TA/TO,Transient
2016-02-04,2016-06-27,144,83.7,3,6,0,91-180d,summer,other,0-1,up to half,Offline TA/TO,Transient
2016-02-04,2016-06-27,144,83.7,3,6,0,91-180d,summer,other,0-1,up to half,Offline TA/TO,Transient
2015-11-18,2016-06-22,217,90.71,4,10,0,181d+,summer,240,2,up to half,Online TA,Transient
2016-01-07,2016-06-27,172,68.0,3,7,0,91-180d,summer,other,2,up to half,Offline TA/TO,Contract
2016-01-06,2016-06-27,173,60.82,3,7,0,91-180d,summer,other,2,up to half,Offline TA/TO,Transient
2016-01-06,2016-06-27,173,60.82,3,7,0,91-180d,summer,other,2,up to half,Offline TA/TO,Transient
2016-01-18,2016-06-26,160,70.0,4,7,0,91-180d,summer,243,2,up to half,Offline TA/TO,Contract
2016-01-13,2016-06-27,166,90.2,3,7,0,91-180d,summer,6,2,up to half,Offline TA/TO,Transient
2016-02-18,2016-06-30,133,90.1,2,5,0,91-180d,summer,243,2,up to half,Offline TA/TO,Contract
2016-03-11,2016-06-30,111,64.8,2,5,0,91-180d,summer,other,2,up to half,Offline TA/TO,Transient
2015-11-11,2016-06-28,230,80.0,2,7,0,181d+,summer,240,2,up to half,Online TA,Transient
2015-12-29,2016-06-23,177,82.0,4,10,0,91-180d,summer,40,2,up to half,Offline TA/TO,Contract
2015-12-29,2016-06-23,177,68.0,4,10,0,91-180d,summer,40,2,up to half,Offline TA/TO,Contract
2016-01-18,2016-06-30,164,70.86,2,5,0,91-180d,summer,243,2,up to half,Offline TA/TO,Contract
2016-02-15,2016-06-24,130,139.5,4,10,0,91-180d,summer,240,2,up to half,Online TA,Transient
2016-01-06,2016-06-30,176,135.2,2,6,0,91-180d,summer,242,4+,up to half,Online TA,Transient
2016-01-05,2016-07-04,181,182.25,1,3,0,181d+,summer,250,2,up to half,Direct,Transient
2016-01-05,2016-07-04,181,108.0,1,3,0,181d+,summer,240,2,up to half,Online TA,Transient
2016-01-13,2016-06-28,167,81.08,2,8,0,91-180d,summer,241,3,up to half,Online TA,Transient
2015-12-04,2016-06-26,205,90.03,4,8,0,181d+,summer,196,2,up to half,Offline TA/TO,Transient
2016-01-13,2016-07-02,171,94.94,2,5,0,91-180d,summer,241,2,up to half,Online TA,Transient
2016-01-13,2016-07-02,171,96.94,2,5,0,91-180d,summer,241,0-1,up to half,Online TA,Transient
2015-12-31,2016-06-28,180,57.8,2,9,0,91-180d,summer,other,2,up to half,Offline TA/TO,Transient
2016-01-16,2016-07-01,167,130.5,2,6,0,91-180d,summer,250,4+,up to half,Direct,Transient
2015-11-19,2016-07-02,226,103.77,2,5,0,181d+,summer,314,3,up to half,Offline TA/TO,Transient
2015-09-16,2016-07-05,293,135.3,0,4,0,181d+,summer,242,2,none,Online TA,Transient
2016-02-10,2016-07-02,143,75.6,2,5,0,91-180d,summer,other,2,up to half,Offline TA/TO,Transient
2015-12-07,2016-07-02,208,79.9,2,5,0,181d+,summer,other,2,up to half,Offline TA/TO,Transient
2015-11-17,2016-07-02,228,57.8,2,5,0,181d+,summer,other,2,up to half,Offline TA/TO,Transient
2016-02-18,2016-06-26,129,68.0,4,10,0,91-180d,summer,243,2,up to half,Offline TA/TO,Contract
2015-08-20,2016-06-26,311,70.0,4,10,0,181d+,summer,other,2,up to half,Offline TA/TO,Contract
2016-01-18,2016-06-30,164,62.2,2,8,0,91-180d,summer,243,2,up to half,Offline TA/TO,Contract
2016-01-15,2016-06-30,167,68.0,2,8,0,91-180d,summer,other,2,up to half,Offline TA/TO,Contract
2016-03-11,2016-07-03,114,92.1,2,5,0,91-180d,summer,243,2,up to half,Offline TA/TO,Contract
2016-03-07,2016-07-05,120,160.5,0,5,0,91-180d,summer,none,2,none,Direct,Transient
2016-01-18,2016-06-26,160,70.0,4,10,0,91-180d,summer,243,2,up to half,Offline TA/TO,Contract
2016-01-18,2016-06-30,164,57.8,2,8,0,91-180d,summer,243,2,up to half,Offline TA/TO,Contract
2016-01-14,2016-07-04,172,155.65,1,5,0,91-180d,summer,250,4+,up to half,Direct,Transient
2016-01-16,2016-06-30,166,90.2,2,8,0,91-180d,summer,115,2,up to half,Offline TA/TO,Transient
2016-01-19,2016-07-01,164,77.8,2,7,0,91-180d,summer,40,2,up to half,Offline TA/TO,Contract
2016-02-04,2016-06-26,143,95.4,4,10,0,91-180d,summer,other,2,up to half,Offline TA/TO,Transient
2016-01-19,2016-07-01,164,57.8,2,7,0,91-180d,summer,40,2,up to half,Offline TA/TO,Contract
2015-08-20,2016-07-04,319,59.51,2,5,0,181d+,summer,other,2,up to half,Offline TA/TO,Contract
2015-11-27,2016-07-04,220,135.3,2,5,0,181d+,summer,315,2,up to half,Offline TA/TO,Transient
2015-11-17,2016-07-04,230,101.47,2,5,0,181d+,summer,240,2,up to half,Online TA,Transient
2016-01-05,2016-07-03,180,97.0,3,5,0,91-180d,summer,250,2,up to half,Direct,Transient
2016-01-05,2016-07-03,180,85.0,3,5,0,91-180d,summer,250,2,up to half,Direct,Transient
2015-08-31,2016-07-04,308,108.0,2,5,0,181d+,summer,none,2,up to half,Online TA,Transient
2015-12-25,2016-07-04,192,137.96,2,5,0,181d+,summer,250,3,up to half,Direct,Transient
2016-01-15,2016-07-04,171,88.11,2,5,0,91-180d,summer,8,2,up to half,Offline TA/TO,Transient-Party
2016-01-15,2016-07-04,171,86.4,2,5,0,91-180d,summer,8,2,up to half,Offline TA/TO,Transient-Party
2016-01-25,2016-07-09,166,164.0,1,1,0,91-180d,summer,240,2,up to half,Online TA,Transient
2016-01-20,2016-07-04,166,94.0,2,5,0,91-180d,summer,315,2,up to half,Offline TA/TO,Transient
2015-11-24,2016-07-04,223,82.71,2,5,0,181d+,summer,240,2,up to half,Online TA,Transient
2015-11-17,2016-07-06,232,135.3,2,4,0,181d+,summer,196,4+,up to half,Offline TA/TO,Transient
2016-01-11,2016-07-02,173,79.9,4,6,0,91-180d,summer,other,2,up to half,Offline TA/TO,Transient
2016-01-18,2016-07-02,166,81.9,4,6,0,91-180d,summer,other,2,up to half,Offline TA/TO,Contract
2016-01-05,2016-07-05,182,99.46,2,5,0,181d+,summer,250,2,up to half,Direct,Transient
2016-01-05,2016-07-05,182,97.75,2,5,0,181d+,summer,250,2,up to half,Direct,Transient
2016-01-06,2016-07-05,181,70.0,2,5,0,181d+,summer,other,2,up to half,Offline TA/TO,Contract
2016-01-19,2016-07-02,165,59.8,4,6,0,91-180d,summer,other,2,up to half,Offline TA/TO,Contract
2016-03-01,2016-07-07,128,169.95,2,3,0,91-180d,summer,241,3,up to half,Online TA,Transient
2016-01-05,2016-07-05,182,97.75,2,5,0,181d+,summer,250,2,up to half,Direct,Transient
2016-01-19,2016-07-05,168,77.4,2,5,0,91-180d,summer,196,2,up to half,Offline TA/TO,Transient
2016-01-11,2016-07-02,173,87.8,4,6,0,91-180d,summer,40,2,up to half,Offline TA/TO,Contract
2016-01-09,2016-07-04,177,211.8,3,5,0,91-180d,summer,242,3,up to half,Online TA,Transient
2016-01-11,2016-07-02,173,66.7,4,6,0,91-180d,summer,40,0-1,up to half,Offline TA/TO,Contract
2015-08-24,2016-07-06,317,102.71,2,5,0,181d+,summer,240,2,up to half,Online TA,Transient
2016-01-05,2016-07-06,183,98.0,2,5,0,181d+,summer,40,2,up to half,Offline TA/TO,Contract
2016-01-11,2016-07-06,177,104.6,2,5,0,91-180d,summer,250,2,up to half,Direct,Transient
2016-01-26,2016-07-05,161,111.75,2,6,0,91-180d,summer,other,2,up to half,Offline TA/TO,Transient
2015-12-12,2016-07-04,205,85.67,3,6,0,181d+,summer,other,3,up to half,Offline TA/TO,Transient
2016-01-20,2016-07-03,165,181.3,4,6,0,91-180d,summer,242,4+,up to half,Online TA,Transient
2016-01-21,2016-07-04,165,110.0,3,6,0,91-180d,summer,other,2,up to half,Offline TA/TO,Transient
2016-01-18,2016-07-07,171,68.0,2,5,0,91-180d,summer,other,2,up to half,Offline TA/TO,Contract
2016-01-18,2016-07-03,167,59.8,4,7,0,91-180d,summer,40,2,up to half,Offline TA/TO,Contract
2015-12-03,2016-06-30,210,61.88,4,10,0,181d+,summer,241,2,up to half,Online TA,Transient
2016-01-18,2016-07-07,171,108.0,2,5,0,91-180d,summer,243,2,up to half,Offline TA/TO,Contract
2016-01-18,2016-06-30,164,70.0,4,10,0,91-180d,summer,243,2,up to half,Offline TA/TO,Contract
2016-01-06,2016-07-04,180,87.8,3,7,0,91-180d,summer,40,2,up to half,Offline TA/TO,Contract
2016-01-18,2016-06-30,164,70.0,4,10,0,91-180d,summer,243,2,up to half,Offline TA/TO,Contract
2015-12-29,2016-07-07,191,80.03,2,5,0,181d+,summer,40,3,up to half,Offline TA/TO,Contract
2016-01-18,2016-07-07,171,70.86,2,5,0,91-180d,summer,243,2,up to half,Offline TA/TO,Contract
2016-01-18,2016-06-30,164,59.8,4,10,0,91-180d,summer,243,2,up to half,Offline TA/TO,Contract
2015-12-26,2016-07-09,196,115.0,2,3,0,181d+,summer,250,4+,up to half,Direct,Transient
2016-01-18,2016-07-07,171,68.86,2,5,0,91-180d,summer,243,2,up to half,Offline TA/TO,Contract
2016-01-18,2016-06-30,164,68.86,4,10,0,91-180d,summer,243,2,up to half,Offline TA/TO,Contract
2015-12-18,2016-07-09,204,94.6,2,3,0,181d+,summer,240,2,up to half,Online TA,Transient
2016-02-08,2016-07-11,154,64.8,1,2,0,91-180d,summer,other,2,up to half,Offline TA/TO,Transient
2016-01-18,2016-06-30,164,70.0,4,10,0,91-180d,summer,243,2,up to half,Offline TA/TO,Contract
2016-02-23,2016-07-09,137,119.0,2,3,0,91-180d,summer,240,2,up to half,Online TA,Transient
2016-03-16,2016-07-07,113,183.86,2,5,0,91-180d,summer,240,2,up to half,Online TA,Transient
2016-01-07,2016-07-04,179,100.89,3,7,0,91-180d,summer,other,2,up to half,Offline TA/TO,Transient
2015-12-12,2016-07-11,212,108.0,1,2,0,181d+,summer,240,2,up to half,Online TA,Transient
2015-11-27,2016-07-04,220,70.0,3,7,0,181d+,summer,315,2,up to half,Offline TA/TO,Transient
2016-03-15,2016-07-15,122,113.05,2,4,0,91-180d,summer,315,2,up to half,Offline TA/TO,Transient
2016-03-15,2016-07-15,122,110.7,2,4,0,91-180d,summer,315,2,up to half,Offline TA/TO,Transient
2016-01-06,2016-07-01,177,60.18,4,10,0,91-180d,summer,other,0-1,up to half,Offline TA/TO,Transient
2016-01-06,2016-07-04,180,70.0,3,8,0,91-180d,summer,40,2,up to half,Offline TA/TO,Contract
2016-01-06,2016-07-04,180,70.0,3,8,0,91-180d,summer,40,2,up to half,Offline TA/TO,Contract
2016-01-06,2016-07-06,182,70.0,2,7,0,181d+,summer,40,2,up to half,Offline TA/TO,Contract
2015-10-20,2016-07-04,258,130.5,3,8,0,181d+,summer,242,2,up to half,Online TA,Transient
2015-08-17,2016-07-04,322,123.25,3,8,0,181d+,summer,250,4+,up to half,Direct,Transient
2016-02-12,2016-07-08,147,146.1,2,5,0,91-180d,summer,250,2,up to half,Direct,Transient
2016-01-15,2016-07-11,178,102.9,1,3,0,91-180d,summer,250,2,up to half,Direct,Transient
2016-01-13,2016-07-04,173,122.85,3,8,0,91-180d,summer,196,3,up to half,Offline TA/TO,Transient
2016-01-13,2016-07-04,173,134.85,3,8,0,91-180d,summer,196,3,up to half,Offline TA/TO,Transient
2016-02-08,2016-07-11,154,98.4,1,3,0,91-180d,summer,8,2,up to half,Offline TA/TO,Transient
2015-12-30,2016-07-08,191,86.0,2,5,0,181d+,summer,171,2,up to half,Offline TA/TO,Transient
2016-01-13,2016-07-09,178,106.5,2,4,0,91-180d,summer,240,2,up to half,Online TA,Transient
2016-01-19,2016-07-01,164,105.4,4,10,0,91-180d,summer,other,2,up to half,Offline TA/TO,Contract
2016-01-28,2016-07-08,162,88.4,2,5,0,91-180d,summer,8,2,up to half,Offline TA/TO,Transient
2016-03-05,2016-07-08,125,157.86,2,5,0,91-180d,summer,240,2,up to half,Online TA,Transient
2016-02-16,2016-07-08,143,112.0,2,5,0,91-180d,summer,other,2,up to half,Offline TA/TO,Transient
2016-01-18,2016-07-09,173,123.64,2,5,0,91-180d,summer,other,3,up to half,Offline TA/TO,Contract
2016-01-11,2016-07-06,177,120.0,2,8,0,91-180d,summer,40,2,up to half,Offline TA/TO,Contract
2016-01-04,2016-07-09,187,83.0,2,5,0,181d+,summer,240,2,up to half,Online TA,Transient
